Age;Gender;Education Level;Job Title;Years of Experience;Salary
43;1;2;29;21;187951
49;1;2;29;22;179045
26;1;2;29;3;68472
28;1;2;29;5;84181
35;1;2;29;9;131547
36;1;2;29;11;138859
43;1;2;29;20;167924
38;1;2;29;15;171652
26;1;2;29;4;91062
36;1;2;29;13;147326
26;1;2;29;4;91397
42;1;2;29;19;177347
35;1;2;29;9;132638
54;1;2;29;28;191239
36;1;2;29;13;146508
26;1;2;29;3;70216
42;1;2;29;19;177347
35;1;2;29;9;132638
54;1;2;29;28;191239
36;1;2;29;13;146508
26;1;2;29;3;70216
42;1;2;29;19;177347
28;1;2;29;5;84181
35;1;2;29;9;131547
36;1;2;29;11;138859
43;1;2;29;20;167924
38;1;2;29;15;171652
26;1;2;29;4;91062
36;1;2;29;13;147326
26;1;2;29;4;91397
42;1;2;29;19;177347
35;1;2;29;9;132638
54;1;2;29;28;191239
36;1;2;29;13;146508
26;1;2;29;3;70216
42;1;2;29;19;177347
35;1;2;29;9;132638
54;1;2;29;28;191239
36;1;2;29;13;146508
26;1;2;29;3;70216
42;1;2;29;19;177347
28;1;2;29;5;84181
35;1;2;29;9;131547
36;1;2;29;11;138859
43;1;2;29;20;167924
38;1;2;29;15;171652
26;1;2;29;4;91062
36;1;2;29;13;147326
26;1;2;29;3;91397
42;1;2;29;19;177347
31;1;2;29;8;120288
26;1;2;29;3;88678
31;1;2;29;8;
42;1;3;29;14;180000
48;1;3;29;23;181021
48;1;3;29;23;181021
25;2;1;29;2;69032
25;2;1;29;2;69032
37;2;2;29;14;161393
37;2;2;29;14;161393
29;0;0;30;3;50000
27;0;0;30;2;50000
27;0;0;30;2;50000
27;0;0;30;2;50000
27;0;0;30;2;50000
27;0;0;30;2;50000
27;0;0;30;2;50000
27;0;0;30;2;50000
27;0;0;30;2;50000
27;0;0;30;2;50000
27;0;0;30;2;50000
26;0;0;30;2;50000
26;0;0;30;2;50000
26;0;0;30;2;50000
26;0;0;30;2;50000
26;0;0;30;2;50000
26;0;0;30;2;50000
26;0;0;30;1;45000
26;0;0;30;1;45000
26;1;0;30;1;45000
27;1;0;30;2;50000
28;1;0;30;3;60000
35;0;0;31;7;60000
40;0;0;31;15;80000
48;0;0;32;18;140000
40;0;0;32;12;80000
31;0;0;33;4;55000
30;0;0;33;4;55000
28;0;0;33;4;60000
29;0;0;33;2;45000
27;0;0;33;2;47000
25;0;0;33;2;47000
29;0;0;33;2;45000
27;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
26;0;2;33;3;50000
26;0;2;33;3;50000
26;0;2;33;3;50000
26;0;2;33;3;50000
26;0;2;33;3;50000
26;0;2;33;3;50000
26;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
27;0;2;33;3;50000
28;0;2;33;2;45000
28;0;2;33;2;45000
28;0;2;33;2;45000
28;0;2;33;2;45000
28;0;2;33;2;45000
28;0;2;33;2;45000
28;0;2;33;2;45000
29;0;2;33;3;49000
29;0;2;33;3;49000
29;0;2;33;3;49000
29;0;2;33;3;49000
29;0;2;33;3;49000
29;0;2;33;3;49000
29;0;2;33;3;49000
30;0;2;33;3;49000
30;0;2;33;3;49000
30;0;2;33;3;49000
30;0;2;33;3;49000
30;0;2;33;3;49000
30;0;2;33;3;49000
30;0;2;33;3;49000
48;0;2;34;20;180000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
33;0;0;35;6;75000
33;0;0;35;6;75000
33;0;0;35;6;75000
33;0;0;35;6;75000
33;0;0;35;6;75000
33;0;0;35;6;75000
33;0;0;35;6;75000
33;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
34;0;0;35;6;75000
33;0;0;35;8;95000
33;0;0;35;8;95000
33;0;0;35;8;95000
33;0;0;35;8;95000
33;0;0;35;8;95000
33;0;0;35;8;95000
33;0;0;35;8;95000
33;0;0;35;8;95000
34;0;0;35;9;99000
34;0;0;35;9;99000
34;0;0;35;9;99000
34;0;0;35;9;99000
34;0;0;35;9;99000
34;0;0;35;9;99000
34;0;0;35;9;99000
34;0;0;35;9;99000
35;0;0;35;8;92000
35;0;0;35;8;92000
35;0;0;35;8;92000
35;0;0;35;8;92000
35;0;0;35;8;92000
35;0;0;35;8;92000
35;0;0;35;8;92000
35;0;0;35;8;92000
40;0;2;35;11;120000
40;0;2;35;11;120000
40;0;2;35;11;120000
40;0;2;35;11;120000
40;0;2;35;11;120000
40;0;2;35;11;120000
40;0;2;35;11;120000
40;0;2;35;11;120000
39;0;2;35;11;120000
39;0;2;35;11;120000
39;0;2;35;11;120000
39;0;2;35;11;120000
39;0;2;35;11;120000
39;0;2;35;11;120000
39;0;2;35;11;120000
39;0;2;35;11;120000
40;0;2;35;12;130000
40;0;2;35;12;130000
40;0;2;35;12;130000
40;0;2;35;12;130000
40;0;2;35;12;130000
40;0;2;35;12;130000
40;0;2;35;12;130000
40;0;2;35;12;130000
41;0;2;35;13;140000
41;0;2;35;13;140000
41;0;2;35;13;140000
41;0;2;35;13;140000
41;0;2;35;13;140000
41;0;2;35;13;140000
41;0;2;35;13;140000
41;0;2;35;13;140000
43;0;2;35;14;146000
43;0;2;35;14;146000
43;0;2;35;14;146000
43;0;2;35;14;146000
43;0;2;35;14;146000
43;0;2;35;14;146000
43;0;2;35;14;146000
43;0;2;35;14;146000
44;0;2;35;15;152000
44;0;2;35;15;152000
44;0;2;35;15;152000
44;0;2;35;15;152000
44;0;2;35;15;152000
44;0;2;35;15;152000
44;0;2;35;15;152000
44;0;2;35;15;152000
35;0;2;35;8;92000
35;0;2;35;8;92000
35;0;2;35;8;92000
35;0;2;35;8;92000
35;0;2;35;8;92000
35;0;2;35;8;92000
35;0;2;35;8;92000
35;0;2;35;8;92000
32;0;0;36;5;55000
27;1;0;36;2;45000
29;0;0;37;15;35000
29;0;0;37;15;35000
31;0;0;37;3;50000
31;0;0;37;3;50000
27;1;0;37;15;35000
28;1;0;37;2;40000
28;1;0;37;2;40000
30;0;0;38;3;45000
26;0;2;39;15;45000
29;0;0;40;2;40000
32;0;0;41;5;50000
34;0;0;41;5;70000
31;0;0;41;3;50000
31;0;0;41;3;50000
28;1;0;41;2;40000
31;1;0;41;3;50000
33;1;0;41;4;60000
31;0;0;42;4;50000
30;0;0;42;2;40000
30;0;0;42;4;60000
27;0;0;42;2;50000
26;0;0;42;1;35000
31;0;0;42;4;50000
28;0;0;42;3;45000
23;0;0;42;1;32000
31;0;0;42;4;50000
28;0;0;42;3;45000
23;0;0;42;1;32000
31;0;0;42;4;500
31;0;1;42;3;38000
27;0;1;42;1;30000
31;0;1;42;3;38000
27;0;1;42;1;30000
25;0;1;42;1;32000
26;1;0;42;2;38000
26;1;0;42;2;38000
33;1;1;42;3;38000
30;1;1;42;2;33000
30;1;1;42;2;33000
30;1;1;42;2;33000
30;1;1;42;2;33000
33;1;1;42;3;38000
30;1;1;42;2;33000
30;1;1;42;2;33000
30;1;1;42;2;33000
30;1;1;42;2;33000
29;0;0;43;3;45000
23;0;0;43;1;32000
26;0;0;43;2;42000
27;0;0;43;2;42000
28;0;0;43;3;50000
26;0;0;43;1;32000
33;0;0;43;7;65000
26;0;0;43;2;42000
26;0;0;43;2;42000
27;0;0;43;2;42000
28;0;0;43;3;50000
26;0;0;43;1;32000
33;0;0;43;7;65000
26;0;0;43;2;42000
22;0;1;43;0;40000
24;0;1;43;1;32000
26;0;1;43;2;35000
27;0;1;43;1;32000
27;0;1;43;1;32000
27;0;1;43;1;32000
27;0;1;43;1;32000
24;0;1;43;1;32000
26;0;1;43;2;35000
27;0;1;43;1;32000
27;0;1;43;1;32000
27;0;1;43;1;32000
27;0;1;43;1;32000
25;0;2;43;1;32000
25;0;2;43;1;32000
25;0;2;43;1;32000
25;0;2;43;1;32000
25;0;2;43;1;32000
25;0;2;43;1;32000
25;0;2;43;1;32000
25;0;2;43;1;32000
25;0;2;43;1;32000
25;0;2;43;1;32000
27;0;2;43;2;42000
27;0;2;43;2;42000
31;1;0;43;4;50000
26;1;0;43;2;50000
32;1;0;43;5;60000
31;1;0;43;5;60000
31;1;0;43;5;60000
28;1;1;43;1;32000
31;1;1;43;2;35000
30;1;1;43;1;32000
31;1;1;43;2;35000
31;1;1;43;2;35000
31;1;1;43;2;35000
31;1;1;43;2;35000
28;1;1;43;1;32000
31;1;1;43;2;35000
30;1;1;43;1;32000
31;1;1;43;2;35000
31;1;1;43;2;35000
31;1;1;43;2;35000
31;1;1;43;2;35000
25;1;1;43;2;40000
25;1;1;43;2;40000
23;0;0;44;5;35000
34;0;0;44;6;70000
29;0;0;44;2;40000
30;0;0;45;2;40000
30;0;0;45;2;40000
31;0;0;45;3;50000
29;1;0;45;2;40000
32;1;0;45;3;55000
31;1;0;45;3;55000
30;0;0;46;4;50000
32;0;0;46;4;60000
33;0;0;46;5;70000
29;0;0;46;3;55000
29;0;0;46;3;55000
29;0;0;46;3;55000
29;0;0;46;3;55000
29;0;0;46;3;55000
29;0;0;46;3;55000
29;0;0;46;3;55000
29;0;0;46;3;55000
29;0;0;46;3;55000
29;0;0;46;3;55000
29;0;0;46;3;55000
29;0;0;46;3;55000
30;0;0;46;4;57000
30;0;0;46;4;57000
30;0;0;46;4;57000
30;0;0;46;4;57000
30;0;0;46;4;57000
30;0;0;46;4;57000
30;0;0;46;4;57000
30;0;0;46;4;57000
30;0;0;46;4;57000
30;0;0;46;4;57000
30;0;0;46;4;57000
30;0;0;46;4;57000
31;1;0;46;5;70000
31;1;0;46;5;70000
31;1;0;46;5;70000
31;1;0;46;5;70000
31;1;0;46;5;70000
31;1;0;46;5;70000
31;1;0;46;5;70000
31;1;0;46;5;70000
31;1;0;46;5;70000
31;1;0;46;5;70000
31;1;0;46;5;70000
31;1;0;46;5;70000
32;1;0;46;6;72000
32;1;0;46;6;72000
32;1;0;46;6;72000
32;1;0;46;6;72000
32;1;0;46;6;72000
32;1;0;46;6;72000
32;1;0;46;6;72000
32;1;0;46;6;72000
32;1;0;46;6;72000
32;1;0;46;6;72000
32;1;0;46;6;72000
32;1;0;46;6;72000
29;0;0;47;2;40000
25;0;2;47;15;40000
30;1;0;47;3;45000
33;1;0;47;5;70000
33;1;0;47;5;70000
33;0;0;48;5;50000
33;0;0;48;5;70000
28;1;0;48;15;35000
31;1;0;48;3;50000
31;1;0;48;3;50000
30;0;0;49;2;40000
33;0;0;50;5;70000
28;0;0;50;1;35000
33;1;0;50;4;60000
29;0;0;51;2;40000
29;0;0;51;2;40000
29;0;0;51;2;40000
31;1;0;51;4;60000
31;1;0;51;3;55000
29;0;0;52;3;45000
27;0;2;53;15;50000
29;0;1;54;1;30000
29;0;1;54;1;30000
29;0;1;54;1;30000
29;0;1;54;1;30000
29;0;1;54;1;30000
29;0;1;54;1;30000
29;0;1;54;1;30000
29;0;1;54;1;30000
28;0;1;54;1;30000
28;0;1;54;1;30000
28;0;1;54;1;30000
28;0;1;54;1;30000
28;0;1;54;1;30000
28;0;1;54;1;30000
28;0;1;54;1;30000
28;0;1;54;1;30000
29;0;1;54;1;25000
29;0;1;54;1;25000
29;0;1;54;1;25000
29;0;1;54;1;25000
29;0;1;54;1;25000
29;0;1;54;1;25000
29;0;1;54;1;25000
29;0;1;54;1;25000
28;0;1;54;1;25000
28;0;1;54;1;25000
28;0;1;54;1;25000
28;0;1;54;1;25000
28;0;1;54;1;25000
28;0;1;54;1;25000
28;0;1;54;1;25000
28;0;1;54;1;25000
29;0;1;54;1;26000
29;0;1;54;1;26000
29;0;1;54;1;26000
29;0;1;54;1;26000
29;0;1;54;1;26000
29;0;1;54;1;26000
29;0;1;54;1;26000
29;0;1;54;1;26000
30;0;1;54;1;26000
30;0;1;54;1;26000
30;0;1;54;1;26000
30;0;1;54;1;26000
30;0;1;54;1;26000
30;0;1;54;1;26000
30;0;1;54;1;26000
30;0;1;54;1;26000
30;0;1;54;1;25000
31;0;1;54;1;25000
30;0;1;54;1;25000
31;0;1;54;1;25000
30;0;1;54;1;25000
31;0;1;54;1;25000
30;0;1;54;1;25000
31;0;1;54;1;25000
30;0;1;54;1;25000
31;0;1;54;1;25000
30;0;1;54;1;25000
31;0;1;54;1;25000
30;0;1;54;1;25000
31;0;1;54;1;25000
30;0;1;54;1;25000
24;1;1;54;1;30000
27;1;1;54;2;35000
28;1;1;54;2;35000
28;1;1;54;2;35000
28;1;1;54;2;35000
28;1;1;54;2;35000
28;1;1;54;2;35000
28;1;1;54;2;35000
28;1;1;54;2;35000
23;1;1;54;1;30000
26;1;1;54;2;35000
27;1;1;54;2;35000
27;1;1;54;2;35000
27;1;1;54;2;35000
27;1;1;54;2;35000
27;1;1;54;2;35000
27;1;1;54;2;35000
27;1;1;54;2;35000
22;1;1;54;1;25000
25;1;1;54;2;30000
26;1;1;54;2;30000
26;1;1;54;2;30000
26;1;1;54;2;30000
26;1;1;54;2;30000
26;1;1;54;2;30000
26;1;1;54;2;30000
26;1;1;54;2;30000
23;1;1;54;1;25000
24;1;1;54;1;25000
24;1;1;54;1;25000
24;1;1;54;1;25000
24;1;1;54;1;25000
24;1;1;54;1;25000
24;1;1;54;1;25000
24;1;1;54;1;25000
24;1;1;54;1;25000
25;1;1;54;1;26000
23;1;1;54;1;26000
23;1;1;54;1;26000
23;1;1;54;1;26000
23;1;1;54;1;26000
23;1;1;54;1;26000
23;1;1;54;1;26000
23;1;1;54;1;26000
23;1;1;54;1;26000
24;1;1;54;1;26000
26;1;1;54;1;26000
26;1;1;54;1;26000
26;1;1;54;1;26000
26;1;1;54;1;26000
26;1;1;54;1;26000
26;1;1;54;1;26000
26;1;1;54;1;26000
26;1;1;54;1;26000
33;1;1;54;1;25000
25;1;1;54;1;30000
25;1;1;54;1;30000
25;1;1;54;1;30000
25;1;1;54;1;30000
25;1;1;54;1;30000
25;1;1;54;1;30000
25;1;1;54;1;30000
25;1;1;54;1;30000
25;1;1;54;1;30000
25;1;1;54;1;30000
25;1;1;54;1;30000
25;1;1;54;1;30000
26;1;1;54;2;31000
26;1;1;54;2;31000
26;1;1;54;2;31000
26;1;1;54;2;31000
26;1;1;54;2;31000
26;1;1;54;2;31000
26;1;1;54;2;31000
26;1;1;54;2;31000
26;1;1;54;2;31000
26;1;1;54;2;31000
26;1;1;54;2;31000
26;1;1;54;2;31000
29;0;0;55;2;40000
29;0;0;55;15;40000
35;0;0;55;2;35000
32;0;0;55;3;40000
36;0;0;55;2;35000
31;0;0;55;3;40000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
21;0;1;55;0;25000
31;0;1;55;3;40000
27;1;0;55;1;35000
32;1;0;55;3;45000
33;1;0;55;4;55000
28;1;0;55;1;30000
36;1;0;55;3;45000
36;1;0;55;3;45000
37;1;0;55;6;75000
37;1;0;55;6;75000
37;1;0;55;6;75000
37;1;0;55;6;75000
31;1;1;55;3;40000
31;1;1;55;3;40000
32;1;1;55;3;40000
32;1;1;55;3;40000
32;1;1;55;3;40000
32;1;1;55;3;40000
30;0;0;56;3;45000
31;0;0;57;3;45000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
26;0;0;58;1;35000
26;0;0;58;1;35000
26;0;0;58;1;35000
26;0;0;58;1;35000
26;0;0;58;1;35000
26;0;0;58;1;35000
26;0;0;58;1;35000
26;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
25;0;0;58;1;35000
26;0;0;58;2;35000
26;0;0;58;2;35000
26;0;0;58;2;35000
26;0;0;58;2;35000
26;0;0;58;2;35000
26;0;0;58;2;35000
26;0;0;58;2;35000
26;0;0;58;2;35000
27;0;0;58;2;36000
27;0;0;58;2;36000
27;0;0;58;2;36000
27;0;0;58;2;36000
27;0;0;58;2;36000
27;0;0;58;2;36000
27;0;0;58;2;36000
27;0;0;58;2;36000
28;0;0;58;2;36000
28;0;0;58;2;36000
28;0;0;58;2;36000
28;0;0;58;2;36000
28;0;0;58;2;36000
28;0;0;58;2;36000
28;0;0;58;2;36000
28;0;0;58;2;36000
28;0;0;58;2;37000
28;0;0;58;2;37000
28;0;0;58;2;37000
28;0;0;58;2;37000
28;0;0;58;2;37000
28;0;0;58;2;37000
28;0;0;58;2;37000
28;0;0;58;2;37000
26;1;0;58;1;35000
33;1;0;58;5;50000
27;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
26;0;0;59;1;45000
28;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
27;0;0;59;2;48000
28;1;0;59;2;40000
25;1;0;59;1;55000
25;1;0;59;1;55000
25;1;0;59;1;55000
25;1;0;59;1;55000
25;1;0;59;1;55000
25;1;0;59;1;55000
25;1;0;59;1;55000
25;1;0;59;1;55000
26;1;0;59;1;55000
26;1;0;59;1;55000
26;1;0;59;1;55000
26;1;0;59;1;55000
26;1;0;59;1;55000
26;1;0;59;1;55000
26;1;0;59;1;55000
26;1;0;59;1;55000
27;1;0;59;1;55000
27;1;0;59;1;55000
27;1;0;59;1;55000
27;1;0;59;1;55000
27;1;0;59;1;55000
27;1;0;59;1;55000
27;1;0;59;1;55000
27;1;0;59;1;55000
27;0;2;60;15;45000
26;0;0;61;2;45000
25;0;0;61;1;40000
23;0;0;61;1;40000
32;0;0;61;2;45000
24;0;0;61;1;40000
26;0;0;61;2;45000
26;0;0;61;2;45000
26;0;0;61;2;45000
26;0;0;61;2;45000
26;0;0;61;2;45000
25;0;0;61;1;40000
23;0;0;61;1;40000
32;0;0;61;2;45000
24;0;0;61;1;40000
26;0;0;61;2;45000
26;0;0;61;2;45000
26;0;0;61;2;45000
26;0;0;61;2;45000
33;1;0;61;5;50000
25;1;0;61;2;50000
32;1;0;61;2;45000
34;1;0;61;3;50000
29;1;0;61;2;45000
34;1;0;61;3;50000
34;1;0;61;3;50000
34;1;0;61;3;50000
34;1;0;61;3;50000
32;1;0;61;2;45000
34;1;0;61;3;50000
29;1;0;61;2;45000
34;1;0;61;3;50000
34;1;0;61;3;50000
34;1;0;61;3;50000
34;1;0;61;3;50000
28;1;0;61;2;45000
24;1;0;61;1;40000
24;1;0;61;1;40000
31;1;1;61;4;55000
28;1;1;61;2;43000
28;1;1;61;2;43000
26;1;2;61;2;48000
26;1;2;61;2;48000
25;0;1;62;1;32000
24;0;1;62;1;32000
24;0;1;62;1;32000
28;0;1;63;2;43000
28;0;1;63;2;43000
28;1;1;63;2;43000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
24;0;0;64;0;40000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
24;0;0;64;0;40000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
24;0;0;64;0;40000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
28;0;0;64;3;60000
25;0;0;64;0;40000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
28;0;0;64;3;65000
29;1;0;64;2;55000
29;1;0;64;3;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
27;1;0;64;2;50000
27;1;0;64;2;50000
27;1;0;64;2;50000
27;1;0;64;2;50000
27;1;0;64;2;50000
27;1;0;64;2;50000
27;1;0;64;2;50000
27;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
26;1;0;64;2;50000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
28;1;0;64;3;65000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
28;1;0;64;3;65000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;3;65000
29;1;0;64;4;70000
28;1;0;64;3;65000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
29;1;0;64;4;70000
30;1;0;64;4;75000
29;1;0;64;4;75000
28;1;0;64;3;70000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
29;1;0;64;4;75000
26;0;0;65;1;45000
31;0;0;65;6;55000
32;0;0;65;4;50000
27;0;0;65;3;45000
26;0;0;65;2;40000
28;0;0;65;2;41000
28;0;0;65;2;41000
30;0;0;65;4;58000
30;0;0;65;4;58000
30;0;0;65;4;58000
30;0;0;65;4;58000
30;0;0;65;4;58000
30;0;0;65;4;58000
30;0;0;65;4;58000
30;0;0;65;4;58000
29;0;0;65;3;55000
29;0;0;65;3;55000
29;0;0;65;3;55000
29;0;0;65;3;55000
29;0;0;65;3;55000
29;0;0;65;3;55000
29;0;0;65;3;55000
29;0;0;65;3;55000
29;0;0;65;3;55000
29;0;0;65;3;55000
29;0;0;65;3;55000
29;0;0;65;3;55000
30;0;0;65;4;57000
30;0;0;65;4;57000
30;0;0;65;4;57000
30;0;0;65;4;57000
30;0;0;65;4;57000
30;0;0;65;4;57000
30;0;0;65;4;57000
30;0;0;65;4;57000
30;0;0;65;4;57000
30;0;0;65;4;57000
30;0;0;65;4;57000
30;0;0;65;4;57000
29;0;0;65;4;65000
29;0;0;65;4;65000
29;0;0;65;4;65000
29;0;0;65;4;65000
29;0;0;65;4;65000
29;0;0;65;4;65000
29;0;0;65;4;65000
29;0;0;65;4;65000
30;0;0;65;4;65000
30;0;0;65;4;65000
30;0;0;65;4;65000
30;0;0;65;4;65000
30;0;0;65;4;65000
30;0;0;65;4;65000
30;0;0;65;4;65000
30;0;0;65;4;65000
31;0;0;65;4;65000
31;0;0;65;4;65000
31;0;0;65;4;65000
31;0;0;65;4;65000
31;0;0;65;4;65000
31;0;0;65;4;65000
31;0;0;65;4;65000
31;0;0;65;4;65000
27;0;0;65;2;50000
30;0;0;65;5;85000
30;0;0;65;5;85000
30;0;0;65;5;85000
30;0;0;65;5;85000
30;0;0;65;5;85000
30;0;0;65;5;85000
30;0;0;65;5;85000
30;0;0;65;5;85000
28;0;0;65;3;60000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
28;0;0;65;3;60000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
28;0;0;65;3;60000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
30;0;0;65;5;90000
29;0;0;65;4;65000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
30;0;0;65;5;95000
26;0;2;65;2;40000
36;0;2;65;8;85000
36;0;2;65;8;85000
36;0;2;65;8;85000
36;0;2;65;8;85000
36;0;2;65;8;85000
36;0;2;65;8;85000
36;0;2;65;8;85000
25;0;2;65;2;40000
35;0;2;65;8;85000
35;0;2;65;8;85000
35;0;2;65;8;85000
35;0;2;65;8;85000
35;0;2;65;8;85000
35;0;2;65;8;85000
35;0;2;65;8;85000
36;0;2;65;9;100000
36;0;2;65;9;100000
36;0;2;65;9;100000
36;0;2;65;9;100000
36;0;2;65;9;100000
36;0;2;65;9;100000
36;0;2;65;9;100000
39;0;2;65;11;120000
39;0;2;65;11;120000
39;0;2;65;11;120000
39;0;2;65;11;120000
39;0;2;65;11;120000
39;0;2;65;11;120000
39;0;2;65;11;120000
40;0;2;65;12;122000
40;0;2;65;12;122000
40;0;2;65;12;122000
40;0;2;65;12;122000
40;0;2;65;12;122000
40;0;2;65;12;122000
40;0;2;65;12;122000
41;0;2;65;13;131000
41;0;2;65;13;131000
41;0;2;65;13;131000
41;0;2;65;13;131000
41;0;2;65;13;131000
41;0;2;65;13;131000
41;0;2;65;13;131000
41;0;2;65;13;131000
27;1;3;65;7;120000
38;0;2;66;14;170000
38;0;2;66;14;170000
38;0;2;66;14;170000
38;0;2;66;14;170000
36;0;2;66;11;160000
36;0;2;66;11;160000
36;0;2;66;11;160000
36;0;2;66;11;160000
36;0;2;66;11;160000
35;0;2;66;11;160000
35;0;2;66;11;160000
35;0;2;66;11;160000
35;0;2;66;11;160000
